experiment,vix_floor,vix_ceiling,base_stop,hv_scale,mc_p5_dd,hedged_sharpe,annual_return_pct,passes_30pct
EXP-400,16.0,46.0,2.5,0.1,-16.27,2.758,29.18,True
EXP-400,16.0,46.0,3.0,0.1,-16.27,2.758,29.18,True
EXP-400,16.0,46.0,3.5,0.1,-16.27,2.758,29.18,True
EXP-400,16.0,46.0,1.5,0.25,-16.3,2.688,28.6,True
EXP-400,16.0,46.0,2.0,0.25,-16.3,2.688,28.6,True
EXP-400,16.0,46.0,2.5,0.25,-16.3,2.688,28.6,True
EXP-400,16.0,46.0,3.0,0.25,-16.3,2.688,28.6,True
EXP-400,16.0,46.0,3.5,0.25,-16.3,2.688,28.6,True
EXP-400,20.0,38.0,1.5,0.05,-16.31,2.805,31.04,True
EXP-400,20.0,38.0,1.5,0.1,-16.31,2.788,30.91,True
EXP-400,20.0,38.0,2.0,0.05,-16.31,2.805,31.04,True
EXP-400,20.0,38.0,2.0,0.1,-16.31,2.788,30.91,True
EXP-400,20.0,38.0,2.5,0.05,-16.31,2.805,31.04,True
EXP-400,20.0,38.0,2.5,0.1,-16.31,2.788,30.91,True
EXP-400,20.0,38.0,3.0,0.05,-16.31,2.805,31.04,True
EXP-400,20.0,38.0,3.0,0.1,-16.31,2.788,30.91,True
EXP-400,20.0,38.0,3.5,0.05,-16.31,2.805,31.04,True
EXP-400,20.0,38.0,3.5,0.1,-16.31,2.788,30.91,True
EXP-400,18.0,42.0,1.5,0.1,-16.35,2.795,30.38,True
EXP-400,18.0,42.0,2.0,0.1,-16.35,2.795,30.38,True
EXP-400,18.0,42.0,2.5,0.1,-16.35,2.795,30.38,True
EXP-400,18.0,42.0,3.0,0.1,-16.35,2.795,30.38,True
EXP-400,18.0,42.0,3.5,0.1,-16.35,2.795,30.38,True
EXP-400,18.0,42.0,1.5,0.05,-16.37,2.808,30.5,True
EXP-400,18.0,42.0,2.0,0.05,-16.37,2.808,30.5,True
EXP-400,18.0,42.0,2.5,0.05,-16.37,2.808,30.5,True
EXP-400,18.0,42.0,3.0,0.05,-16.37,2.808,30.5,True
EXP-400,18.0,42.0,3.5,0.05,-16.37,2.808,30.5,True
EXP-400,18.0,42.0,1.5,0.15,-16.43,2.776,30.22,True
EXP-400,18.0,42.0,2.0,0.15,-16.43,2.776,30.22,True
EXP-400,18.0,42.0,2.5,0.15,-16.43,2.776,30.22,True
EXP-400,18.0,42.0,3.0,0.15,-16.43,2.776,30.22,True
EXP-400,18.0,42.0,3.5,0.15,-16.43,2.776,30.22,True
EXP-400,20.0,38.0,1.5,0.15,-16.43,2.773,30.75,True
EXP-400,20.0,38.0,2.0,0.15,-16.43,2.773,30.75,True
EXP-400,20.0,38.0,2.5,0.15,-16.43,2.773,30.75,True
EXP-400,20.0,38.0,3.0,0.15,-16.43,2.773,30.75,True
EXP-400,20.0,38.0,3.5,0.15,-16.43,2.773,30.75,True
EXP-400,18.0,42.0,1.5,0.25,-16.44,2.715,29.83,True
EXP-400,18.0,42.0,2.0,0.25,-16.44,2.715,29.83,True
EXP-400,18.0,42.0,2.5,0.25,-16.44,2.715,29.83,True
EXP-400,18.0,42.0,3.0,0.25,-16.44,2.715,29.83,True
EXP-400,18.0,42.0,3.5,0.25,-16.44,2.715,29.83,True
EXP-400,20.0,38.0,1.5,0.25,-16.44,2.767,30.74,True
EXP-400,20.0,38.0,2.0,0.25,-16.44,2.767,30.74,True
EXP-400,20.0,38.0,2.5,0.25,-16.44,2.767,30.74,True
EXP-400,20.0,38.0,3.0,0.25,-16.44,2.767,30.74,True
EXP-400,20.0,38.0,3.5,0.25,-16.44,2.767,30.74,True
EXP-400,16.0,50.0,1.5,0.05,-17.43,2.674,29.11,True
EXP-400,16.0,50.0,2.0,0.05,-17.43,2.674,29.11,True
EXP-400,16.0,50.0,2.5,0.05,-17.43,2.674,29.11,True
EXP-400,16.0,50.0,3.0,0.05,-17.43,2.674,29.11,True
EXP-400,16.0,50.0,3.5,0.05,-17.43,2.674,29.11,True
EXP-400,16.0,50.0,1.5,0.15,-17.53,2.637,28.8,True
EXP-400,16.0,50.0,2.0,0.15,-17.53,2.637,28.8,True
EXP-400,16.0,50.0,2.5,0.15,-17.53,2.637,28.8,True
EXP-400,16.0,50.0,3.0,0.15,-17.53,2.637,28.8,True
EXP-400,16.0,50.0,3.5,0.15,-17.53,2.637,28.8,True
EXP-400,16.0,50.0,1.5,0.1,-17.55,2.661,28.99,True
EXP-400,16.0,50.0,2.0,0.1,-17.55,2.661,28.99,True
EXP-400,16.0,50.0,2.5,0.1,-17.55,2.661,28.99,True
EXP-400,16.0,50.0,3.0,0.1,-17.55,2.661,28.99,True
EXP-400,16.0,50.0,3.5,0.1,-17.55,2.661,28.99,True
EXP-400,16.0,50.0,1.5,0.25,-17.69,2.594,28.55,True
EXP-400,16.0,50.0,2.0,0.25,-17.69,2.594,28.55,True
EXP-400,16.0,50.0,2.5,0.25,-17.69,2.594,28.55,True
EXP-400,16.0,50.0,3.0,0.25,-17.69,2.594,28.55,True
EXP-400,16.0,50.0,3.5,0.25,-17.69,2.594,28.55,True
EXP-400,18.0,46.0,1.5,0.05,-17.97,2.682,30.11,True
EXP-400,18.0,46.0,2.0,0.05,-17.97,2.682,30.11,True
EXP-400,18.0,46.0,2.5,0.05,-17.97,2.682,30.11,True
EXP-400,18.0,46.0,3.0,0.05,-17.97,2.682,30.11,True
EXP-400,18.0,46.0,3.5,0.05,-17.97,2.682,30.11,True
EXP-400,18.0,46.0,1.5,0.1,-18.05,2.668,30.02,True
EXP-400,18.0,46.0,1.5,0.15,-18.05,2.648,29.92,True
EXP-400,18.0,46.0,2.0,0.1,-18.05,2.668,30.02,True
EXP-400,18.0,46.0,2.0,0.15,-18.05,2.648,29.92,True
EXP-400,18.0,46.0,2.5,0.1,-18.05,2.668,30.02,True
EXP-400,18.0,46.0,2.5,0.15,-18.05,2.648,29.92,True
EXP-400,18.0,46.0,3.0,0.1,-18.05,2.668,30.02,True
EXP-400,18.0,46.0,3.0,0.15,-18.05,2.648,29.92,True
EXP-400,18.0,46.0,3.5,0.1,-18.05,2.668,30.02,True
EXP-400,18.0,46.0,3.5,0.15,-18.05,2.648,29.92,True
EXP-400,18.0,46.0,1.5,0.25,-18.32,2.598,29.63,True
EXP-400,18.0,46.0,2.0,0.25,-18.32,2.598,29.63,True
EXP-400,18.0,46.0,2.5,0.25,-18.32,2.598,29.63,True
EXP-400,18.0,46.0,3.0,0.25,-18.32,2.598,29.63,True
EXP-400,18.0,46.0,3.5,0.25,-18.32,2.598,29.63,True
EXP-400,20.0,42.0,1.5,0.05,-18.42,2.653,30.43,True
EXP-400,20.0,42.0,2.0,0.05,-18.42,2.653,30.43,True
EXP-400,20.0,42.0,2.5,0.05,-18.42,2.653,30.43,True
EXP-400,20.0,42.0,3.0,0.05,-18.42,2.653,30.43,True
EXP-400,20.0,42.0,3.5,0.05,-18.42,2.653,30.43,True
EXP-400,20.0,42.0,1.5,0.1,-18.94,2.638,30.31,True
EXP-400,20.0,42.0,2.0,0.1,-18.94,2.638,30.31,True
EXP-400,20.0,42.0,2.5,0.1,-18.94,2.638,30.31,True
EXP-400,20.0,42.0,3.0,0.1,-18.94,2.638,30.31,True
EXP-400,20.0,42.0,3.5,0.1,-18.94,2.638,30.31,True
EXP-400,20.0,42.0,1.5,0.15,-18.96,2.619,30.25,True
EXP-400,20.0,42.0,2.0,0.15,-18.96,2.619,30.25,True
EXP-400,20.0,42.0,2.5,0.15,-18.96,2.619,30.25,True
EXP-400,20.0,42.0,3.0,0.15,-18.96,2.619,30.25,True
EXP-400,20.0,42.0,3.5,0.15,-18.96,2.619,30.25,True
EXP-400,20.0,42.0,1.5,0.25,-19.03,2.569,30.06,True
EXP-400,20.0,42.0,2.0,0.25,-19.03,2.569,30.06,True
EXP-400,20.0,42.0,2.5,0.25,-19.03,2.569,30.06,True
EXP-400,20.0,42.0,3.0,0.25,-19.03,2.569,30.06,True
EXP-400,20.0,42.0,3.5,0.25,-19.03,2.569,30.06,True
EXP-400,18.0,50.0,1.5,0.05,-19.09,2.586,29.91,True
EXP-400,18.0,50.0,2.0,0.05,-19.09,2.586,29.91,True
EXP-400,18.0,50.0,2.5,0.05,-19.09,2.586,29.91,True
EXP-400,18.0,50.0,3.0,0.05,-19.09,2.586,29.91,True
EXP-400,18.0,50.0,3.5,0.05,-19.09,2.586,29.91,True
EXP-400,18.0,50.0,1.5,0.1,-19.48,2.572,29.8,True
EXP-400,18.0,50.0,2.0,0.1,-19.48,2.572,29.8,True
EXP-400,18.0,50.0,2.5,0.1,-19.48,2.572,29.8,True
EXP-400,18.0,50.0,3.0,0.1,-19.48,2.572,29.8,True
EXP-400,18.0,50.0,3.5,0.1,-19.48,2.572,29.8,True
EXP-400,18.0,50.0,1.5,0.15,-19.77,2.561,29.71,True
EXP-400,18.0,50.0,2.0,0.15,-19.77,2.561,29.71,True
EXP-400,18.0,50.0,2.5,0.15,-19.77,2.561,29.71,True
EXP-400,18.0,50.0,3.0,0.15,-19.77,2.561,29.71,True
EXP-400,18.0,50.0,3.5,0.15,-19.77,2.561,29.71,True
EXP-400,18.0,50.0,1.5,0.25,-19.88,2.515,29.45,True
EXP-400,18.0,50.0,2.0,0.25,-19.88,2.515,29.45,True
EXP-400,18.0,50.0,2.5,0.25,-19.88,2.515,29.45,True
EXP-400,18.0,50.0,3.0,0.25,-19.88,2.515,29.45,True
EXP-400,18.0,50.0,3.5,0.25,-19.88,2.515,29.45,True
EXP-400,20.0,46.0,1.5,0.05,-20.07,2.543,30.07,True
EXP-400,20.0,46.0,2.0,0.05,-20.07,2.543,30.07,True
EXP-400,20.0,46.0,2.5,0.05,-20.07,2.543,30.07,True
EXP-400,20.0,46.0,3.0,0.05,-20.07,2.543,30.07,True
EXP-400,20.0,46.0,3.5,0.05,-20.07,2.543,30.07,True
EXP-400,20.0,46.0,1.5,0.1,-20.23,2.529,30.02,True
EXP-400,20.0,46.0,2.0,0.1,-20.23,2.529,30.02,True
EXP-400,20.0,46.0,2.5,0.1,-20.23,2.529,30.02,True
EXP-400,20.0,46.0,3.0,0.1,-20.23,2.529,30.02,True
EXP-400,20.0,46.0,3.5,0.1,-20.23,2.529,30.02,True
EXP-400,20.0,46.0,1.5,0.15,-20.53,2.519,29.98,True
EXP-400,20.0,46.0,2.0,0.15,-20.53,2.519,29.98,True
EXP-400,20.0,46.0,2.5,0.15,-20.53,2.519,29.98,True
EXP-400,20.0,46.0,3.0,0.15,-20.53,2.519,29.98,True
EXP-400,20.0,46.0,3.5,0.15,-20.53,2.519,29.98,True
EXP-400,20.0,46.0,1.5,0.25,-20.71,2.477,29.74,True
EXP-400,20.0,46.0,2.0,0.25,-20.71,2.477,29.74,True
EXP-400,20.0,46.0,2.5,0.25,-20.71,2.477,29.74,True
EXP-400,20.0,46.0,3.0,0.25,-20.71,2.477,29.74,True
EXP-400,20.0,46.0,3.5,0.25,-20.71,2.477,29.74,True
EXP-400,20.0,50.0,1.5,0.05,-21.44,2.467,29.92,True
EXP-400,20.0,50.0,2.0,0.05,-21.44,2.467,29.92,True
EXP-400,20.0,50.0,2.5,0.05,-21.44,2.467,29.92,True
EXP-400,20.0,50.0,3.0,0.05,-21.44,2.467,29.92,True
EXP-400,20.0,50.0,3.5,0.05,-21.44,2.467,29.92,True
EXP-400,20.0,50.0,1.5,0.1,-21.53,2.45,29.85,True
EXP-400,20.0,50.0,2.0,0.1,-21.53,2.45,29.85,True
EXP-400,20.0,50.0,2.5,0.1,-21.53,2.45,29.85,True
EXP-400,20.0,50.0,3.0,0.1,-21.53,2.45,29.85,True
EXP-400,20.0,50.0,3.5,0.1,-21.53,2.45,29.85,True
EXP-400,20.0,50.0,1.5,0.15,-21.68,2.441,29.77,True
EXP-400,20.0,50.0,2.0,0.15,-21.68,2.441,29.77,True
EXP-400,20.0,50.0,2.5,0.15,-21.68,2.441,29.77,True
EXP-400,20.0,50.0,3.0,0.15,-21.68,2.441,29.77,True
EXP-400,20.0,50.0,3.5,0.15,-21.68,2.441,29.77,True
EXP-400,20.0,50.0,1.5,0.25,-21.95,2.395,29.57,True
EXP-400,20.0,50.0,2.0,0.25,-21.95,2.395,29.57,True
EXP-400,20.0,50.0,2.5,0.25,-21.95,2.395,29.57,True
EXP-400,20.0,50.0,3.0,0.25,-21.95,2.395,29.57,True
EXP-400,20.0,50.0,3.5,0.25,-21.95,2.395,29.57,True
EXP-401,12.0,35.0,1.5,0.05,-24.41,0.911,7.4,True
EXP-401,12.0,35.0,1.5,0.1,-24.41,0.91,7.4,True
EXP-401,12.0,35.0,1.5,0.15,-24.41,0.91,7.4,True
EXP-401,12.0,35.0,1.5,0.25,-24.41,0.91,7.4,True
EXP-401,12.0,35.0,2.0,0.05,-24.41,0.911,7.4,True
EXP-401,12.0,35.0,2.0,0.1,-24.41,0.91,7.4,True
EXP-401,12.0,35.0,2.0,0.15,-24.41,0.91,7.4,True
EXP-401,12.0,35.0,2.0,0.25,-24.41,0.91,7.4,True
EXP-401,12.0,35.0,2.5,0.05,-24.41,0.911,7.4,True
EXP-401,12.0,35.0,2.5,0.1,-24.41,0.91,7.4,True
EXP-401,12.0,35.0,2.5,0.15,-24.41,0.91,7.4,True
EXP-401,12.0,35.0,2.5,0.25,-24.41,0.91,7.4,True
EXP-401,12.0,35.0,3.0,0.05,-24.41,0.911,7.4,True
EXP-401,12.0,35.0,3.0,0.1,-24.41,0.91,7.4,True
EXP-401,12.0,35.0,3.0,0.15,-24.41,0.91,7.4,True
EXP-401,12.0,35.0,3.0,0.25,-24.41,0.91,7.4,True
EXP-401,12.0,35.0,3.5,0.05,-24.41,0.911,7.4,True
EXP-401,12.0,35.0,3.5,0.1,-24.41,0.91,7.4,True
EXP-401,12.0,35.0,3.5,0.15,-24.41,0.91,7.4,True
EXP-401,12.0,35.0,3.5,0.25,-24.41,0.91,7.4,True
EXP-401,12.0,38.0,1.5,0.05,-26.53,0.852,7.36,True
EXP-401,12.0,38.0,2.0,0.05,-26.53,0.852,7.36,True
EXP-401,12.0,38.0,2.5,0.05,-26.53,0.852,7.36,True
EXP-401,12.0,38.0,3.0,0.05,-26.53,0.852,7.36,True
EXP-401,12.0,38.0,3.5,0.05,-26.53,0.852,7.36,True
EXP-401,12.0,38.0,1.5,0.1,-26.63,0.854,7.36,True
EXP-401,12.0,38.0,1.5,0.15,-26.63,0.854,7.36,True
EXP-401,12.0,38.0,1.5,0.25,-26.63,0.854,7.36,True
EXP-401,12.0,38.0,2.0,0.1,-26.63,0.854,7.36,True
EXP-401,12.0,38.0,2.0,0.15,-26.63,0.854,7.36,True
EXP-401,12.0,38.0,2.0,0.25,-26.63,0.854,7.36,True
EXP-401,12.0,38.0,2.5,0.1,-26.63,0.854,7.36,True
EXP-401,12.0,38.0,2.5,0.15,-26.63,0.854,7.36,True
EXP-401,12.0,38.0,2.5,0.25,-26.63,0.854,7.36,True
EXP-401,12.0,38.0,3.0,0.1,-26.63,0.854,7.36,True
EXP-401,12.0,38.0,3.0,0.15,-26.63,0.854,7.36,True
EXP-401,12.0,38.0,3.0,0.25,-26.63,0.854,7.36,True
EXP-401,12.0,38.0,3.5,0.1,-26.63,0.854,7.36,True
EXP-401,12.0,38.0,3.5,0.15,-26.63,0.854,7.36,True
EXP-401,12.0,38.0,3.5,0.25,-26.63,0.854,7.36,True
EXP-401,14.0,35.0,1.5,0.05,-27.96,0.889,8.27,True
EXP-401,14.0,35.0,2.0,0.05,-27.96,0.889,8.27,True
EXP-401,14.0,35.0,2.5,0.05,-27.96,0.889,8.27,True
EXP-401,14.0,35.0,3.0,0.05,-27.96,0.889,8.27,True
EXP-401,14.0,35.0,3.5,0.05,-27.96,0.889,8.27,True
EXP-401,14.0,35.0,1.5,0.1,-27.98,0.888,8.26,True
EXP-401,14.0,35.0,1.5,0.15,-27.98,0.888,8.26,True
EXP-401,14.0,35.0,1.5,0.25,-27.98,0.888,8.26,True
EXP-401,14.0,35.0,2.0,0.1,-27.98,0.888,8.26,True
EXP-401,14.0,35.0,2.0,0.15,-27.98,0.888,8.26,True
EXP-401,14.0,35.0,2.0,0.25,-27.98,0.888,8.26,True
EXP-401,14.0,35.0,2.5,0.1,-27.98,0.888,8.26,True
EXP-401,14.0,35.0,2.5,0.15,-27.98,0.888,8.26,True
EXP-401,14.0,35.0,2.5,0.25,-27.98,0.888,8.26,True
EXP-401,14.0,35.0,3.0,0.1,-27.98,0.888,8.26,True
EXP-401,14.0,35.0,3.0,0.15,-27.98,0.888,8.26,True
EXP-401,14.0,35.0,3.0,0.25,-27.98,0.888,8.26,True
EXP-401,14.0,35.0,3.5,0.1,-27.98,0.888,8.26,True
EXP-401,14.0,35.0,3.5,0.15,-27.98,0.888,8.26,True
EXP-401,14.0,35.0,3.5,0.25,-27.98,0.888,8.26,True
EXP-401,12.0,42.0,1.5,0.05,-28.55,0.794,7.18,True
EXP-401,12.0,42.0,2.0,0.05,-28.55,0.794,7.18,True
EXP-401,12.0,42.0,2.5,0.05,-28.55,0.794,7.18,True
EXP-401,12.0,42.0,3.0,0.05,-28.55,0.794,7.18,True
EXP-401,12.0,42.0,3.5,0.05,-28.55,0.794,7.18,True
EXP-401,12.0,42.0,1.5,0.1,-28.62,0.792,7.16,True
EXP-401,12.0,42.0,2.0,0.1,-28.62,0.792,7.16,True
EXP-401,12.0,42.0,2.5,0.1,-28.62,0.792,7.16,True
EXP-401,12.0,42.0,3.0,0.1,-28.62,0.792,7.16,True
EXP-401,12.0,42.0,3.5,0.1,-28.62,0.792,7.16,True
EXP-401,12.0,42.0,1.5,0.15,-28.7,0.794,7.16,True
EXP-401,12.0,42.0,2.0,0.15,-28.7,0.794,7.16,True
EXP-401,12.0,42.0,2.5,0.15,-28.7,0.794,7.16,True
EXP-401,12.0,42.0,3.0,0.15,-28.7,0.794,7.16,True
EXP-401,12.0,42.0,3.5,0.15,-28.7,0.794,7.16,True
EXP-401,12.0,42.0,1.5,0.25,-28.71,0.793,7.16,True
EXP-401,12.0,42.0,2.0,0.25,-28.71,0.793,7.16,True
EXP-401,12.0,42.0,2.5,0.25,-28.71,0.793,7.16,True
EXP-401,12.0,42.0,3.0,0.25,-28.71,0.793,7.16,True
EXP-401,12.0,42.0,3.5,0.25,-28.71,0.793,7.16,True
EXP-401,14.0,38.0,1.5,0.05,-29.65,0.834,8.04,True
EXP-401,14.0,38.0,2.0,0.05,-29.65,0.834,8.04,True
EXP-401,14.0,38.0,2.5,0.05,-29.65,0.834,8.04,True
EXP-401,14.0,38.0,3.0,0.05,-29.65,0.834,8.04,True
EXP-401,14.0,38.0,3.5,0.05,-29.65,0.834,8.04,True
EXP-401,14.0,38.0,1.5,0.1,-29.75,0.833,8.05,True
EXP-401,14.0,38.0,1.5,0.15,-29.75,0.833,8.05,True
EXP-401,14.0,38.0,1.5,0.25,-29.75,0.833,8.05,True
EXP-401,14.0,38.0,2.0,0.1,-29.75,0.833,8.05,True
EXP-401,14.0,38.0,2.0,0.15,-29.75,0.833,8.05,True
EXP-401,14.0,38.0,2.0,0.25,-29.75,0.833,8.05,True
EXP-401,14.0,38.0,2.5,0.1,-29.75,0.833,8.05,True
EXP-401,14.0,38.0,2.5,0.15,-29.75,0.833,8.05,True
EXP-401,14.0,38.0,2.5,0.25,-29.75,0.833,8.05,True
EXP-401,14.0,38.0,3.0,0.1,-29.75,0.833,8.05,True
EXP-401,14.0,38.0,3.0,0.15,-29.75,0.833,8.05,True
EXP-401,14.0,38.0,3.0,0.25,-29.75,0.833,8.05,True
EXP-401,14.0,38.0,3.5,0.1,-29.75,0.833,8.05,True
EXP-401,14.0,38.0,3.5,0.15,-29.75,0.833,8.05,True
EXP-401,14.0,38.0,3.5,0.25,-29.75,0.833,8.05,True
EXP-401,12.0,46.0,1.5,0.05,-30.25,0.752,6.96,False
EXP-401,12.0,46.0,2.0,0.05,-30.25,0.752,6.96,False
EXP-401,12.0,46.0,2.5,0.05,-30.25,0.752,6.96,False
EXP-401,12.0,46.0,3.0,0.05,-30.25,0.752,6.96,False
EXP-401,12.0,46.0,3.5,0.05,-30.25,0.752,6.96,False
EXP-401,12.0,46.0,1.5,0.1,-30.57,0.742,6.88,False
EXP-401,12.0,46.0,2.0,0.1,-30.57,0.742,6.88,False
EXP-401,12.0,46.0,2.5,0.1,-30.57,0.742,6.88,False
EXP-401,12.0,46.0,3.0,0.1,-30.57,0.742,6.88,False
EXP-401,12.0,46.0,3.5,0.1,-30.57,0.742,6.88,False
EXP-401,12.0,46.0,1.5,0.25,-30.85,0.744,6.89,False
EXP-401,12.0,46.0,2.0,0.25,-30.85,0.744,6.89,False
EXP-401,12.0,46.0,2.5,0.25,-30.85,0.744,6.89,False
EXP-401,12.0,46.0,3.0,0.25,-30.85,0.744,6.89,False
EXP-401,12.0,46.0,3.5,0.25,-30.85,0.744,6.89,False
EXP-401,12.0,46.0,1.5,0.15,-30.9,0.736,6.84,False
EXP-401,12.0,46.0,2.0,0.15,-30.9,0.736,6.84,False
EXP-401,12.0,46.0,2.5,0.15,-30.9,0.736,6.84,False
EXP-401,12.0,46.0,3.0,0.15,-30.9,0.736,6.84,False
EXP-401,12.0,46.0,3.5,0.15,-30.9,0.736,6.84,False
EXP-401,16.0,35.0,1.5,0.05,-31.23,0.879,9.16,False
EXP-401,16.0,35.0,2.0,0.05,-31.23,0.879,9.16,False
EXP-401,16.0,35.0,2.5,0.05,-31.23,0.879,9.16,False
EXP-401,16.0,35.0,3.0,0.05,-31.23,0.879,9.16,False
EXP-401,16.0,35.0,3.5,0.05,-31.23,0.879,9.16,False
EXP-401,16.0,35.0,1.5,0.1,-31.24,0.879,9.15,False
EXP-401,16.0,35.0,1.5,0.15,-31.24,0.879,9.15,False
EXP-401,16.0,35.0,1.5,0.25,-31.24,0.879,9.15,False
EXP-401,16.0,35.0,2.0,0.1,-31.24,0.879,9.15,False
EXP-401,16.0,35.0,2.0,0.15,-31.24,0.879,9.15,False
EXP-401,16.0,35.0,2.0,0.25,-31.24,0.879,9.15,False
EXP-401,16.0,35.0,2.5,0.1,-31.24,0.879,9.15,False
EXP-401,16.0,35.0,2.5,0.15,-31.24,0.879,9.15,False
EXP-401,16.0,35.0,2.5,0.25,-31.24,0.879,9.15,False
EXP-401,16.0,35.0,3.0,0.1,-31.24,0.879,9.15,False
EXP-401,16.0,35.0,3.0,0.15,-31.24,0.879,9.15,False
EXP-401,16.0,35.0,3.0,0.25,-31.24,0.879,9.15,False
EXP-401,16.0,35.0,3.5,0.1,-31.24,0.879,9.15,False
EXP-401,16.0,35.0,3.5,0.15,-31.24,0.879,9.15,False
EXP-401,16.0,35.0,3.5,0.25,-31.24,0.879,9.15,False
EXP-401,14.0,42.0,1.5,0.05,-31.44,0.773,7.69,False
EXP-401,14.0,42.0,2.0,0.05,-31.44,0.773,7.69,False
EXP-401,14.0,42.0,2.5,0.05,-31.44,0.773,7.69,False
EXP-401,14.0,42.0,3.0,0.05,-31.44,0.773,7.69,False
EXP-401,14.0,42.0,3.5,0.05,-31.44,0.773,7.69,False
EXP-401,14.0,42.0,1.5,0.1,-31.49,0.765,7.64,False
EXP-401,14.0,42.0,2.0,0.1,-31.49,0.765,7.64,False
EXP-401,14.0,42.0,2.5,0.1,-31.49,0.765,7.64,False
EXP-401,14.0,42.0,3.0,0.1,-31.49,0.765,7.64,False
EXP-401,14.0,42.0,3.5,0.1,-31.49,0.765,7.64,False
EXP-401,14.0,42.0,1.5,0.15,-31.58,0.772,7.68,False
EXP-401,14.0,42.0,2.0,0.15,-31.58,0.772,7.68,False
EXP-401,14.0,42.0,2.5,0.15,-31.58,0.772,7.68,False
EXP-401,14.0,42.0,3.0,0.15,-31.58,0.772,7.68,False
EXP-401,14.0,42.0,3.5,0.15,-31.58,0.772,7.68,False
EXP-401,14.0,42.0,1.5,0.25,-31.65,0.772,7.66,False
EXP-401,14.0,42.0,2.0,0.25,-31.65,0.772,7.66,False
EXP-401,14.0,42.0,2.5,0.25,-31.65,0.772,7.66,False
EXP-401,14.0,42.0,3.0,0.25,-31.65,0.772,7.66,False
EXP-401,14.0,42.0,3.5,0.25,-31.65,0.772,7.66,False
EXP-401,12.0,50.0,1.5,0.05,-32.09,0.715,6.85,False
EXP-401,12.0,50.0,2.0,0.05,-32.09,0.715,6.85,False
EXP-401,12.0,50.0,2.5,0.05,-32.09,0.715,6.85,False
EXP-401,12.0,50.0,3.0,0.05,-32.09,0.715,6.85,False
EXP-401,12.0,50.0,3.5,0.05,-32.09,0.715,6.85,False
EXP-401,12.0,50.0,1.5,0.1,-32.44,0.707,6.8,False
