experiment,vix_floor,vix_ceiling,base_stop,hv_scale,mc_p5_dd,hedged_sharpe,annual_return_pct,passes_30pct
EXP-401,12.0,50.0,2.0,0.1,-32.44,0.707,6.8,False
EXP-401,12.0,50.0,2.5,0.1,-32.44,0.707,6.8,False
EXP-401,12.0,50.0,3.0,0.1,-32.44,0.707,6.8,False
EXP-401,12.0,50.0,3.5,0.1,-32.44,0.707,6.8,False
EXP-401,12.0,50.0,1.5,0.15,-32.69,0.702,6.75,False
EXP-401,12.0,50.0,2.0,0.15,-32.69,0.702,6.75,False
EXP-401,12.0,50.0,2.5,0.15,-32.69,0.702,6.75,False
EXP-401,12.0,50.0,3.0,0.15,-32.69,0.702,6.75,False
EXP-401,12.0,50.0,3.5,0.15,-32.69,0.702,6.75,False
EXP-401,16.0,38.0,1.5,0.05,-32.7,0.821,8.71,False
EXP-401,16.0,38.0,2.0,0.05,-32.7,0.821,8.71,False
EXP-401,16.0,38.0,2.5,0.05,-32.7,0.821,8.71,False
EXP-401,16.0,38.0,3.0,0.05,-32.7,0.821,8.71,False
EXP-401,16.0,38.0,3.5,0.05,-32.7,0.821,8.71,False
EXP-401,16.0,38.0,1.5,0.1,-32.73,0.821,8.74,False
EXP-401,16.0,38.0,2.0,0.1,-32.73,0.821,8.74,False
EXP-401,16.0,38.0,2.5,0.1,-32.73,0.821,8.74,False
EXP-401,16.0,38.0,3.0,0.1,-32.73,0.821,8.74,False
EXP-401,16.0,38.0,3.5,0.1,-32.73,0.821,8.74,False
EXP-401,16.0,38.0,1.5,0.15,-32.74,0.821,8.74,False
EXP-401,16.0,38.0,1.5,0.25,-32.74,0.821,8.74,False
EXP-401,16.0,38.0,2.0,0.15,-32.74,0.821,8.74,False
EXP-401,16.0,38.0,2.0,0.25,-32.74,0.821,8.74,False
EXP-401,16.0,38.0,2.5,0.15,-32.74,0.821,8.74,False
EXP-401,16.0,38.0,2.5,0.25,-32.74,0.821,8.74,False
EXP-401,16.0,38.0,3.0,0.15,-32.74,0.821,8.74,False
EXP-401,16.0,38.0,3.0,0.25,-32.74,0.821,8.74,False
EXP-401,16.0,38.0,3.5,0.15,-32.74,0.821,8.74,False
EXP-401,16.0,38.0,3.5,0.25,-32.74,0.821,8.74,False
EXP-401,12.0,50.0,1.5,0.25,-33.17,0.694,6.63,False
EXP-401,12.0,50.0,2.0,0.25,-33.17,0.694,6.63,False
EXP-401,12.0,50.0,2.5,0.25,-33.17,0.694,6.63,False
EXP-401,12.0,50.0,3.0,0.25,-33.17,0.694,6.63,False
EXP-401,12.0,50.0,3.5,0.25,-33.17,0.694,6.63,False
EXP-401,14.0,46.0,1.5,0.05,-33.3,0.737,7.44,False
EXP-401,14.0,46.0,2.0,0.05,-33.3,0.737,7.44,False
EXP-401,14.0,46.0,2.5,0.05,-33.3,0.737,7.44,False
EXP-401,14.0,46.0,3.0,0.05,-33.3,0.737,7.44,False
EXP-401,14.0,46.0,3.5,0.05,-33.3,0.737,7.44,False
EXP-401,14.0,46.0,1.5,0.1,-33.33,0.728,7.37,False
EXP-401,14.0,46.0,2.0,0.1,-33.33,0.728,7.37,False
EXP-401,14.0,46.0,2.5,0.1,-33.33,0.728,7.37,False
EXP-401,14.0,46.0,3.0,0.1,-33.33,0.728,7.37,False
EXP-401,14.0,46.0,3.5,0.1,-33.33,0.728,7.37,False
EXP-401,14.0,46.0,1.5,0.15,-33.82,0.721,7.27,False
EXP-401,14.0,46.0,2.0,0.15,-33.82,0.721,7.27,False
EXP-401,14.0,46.0,2.5,0.15,-33.82,0.721,7.27,False
EXP-401,14.0,46.0,3.0,0.15,-33.82,0.721,7.27,False
EXP-401,14.0,46.0,3.5,0.15,-33.82,0.721,7.27,False
EXP-401,14.0,46.0,1.5,0.25,-33.9,0.725,7.29,False
EXP-401,14.0,46.0,2.0,0.25,-33.9,0.725,7.29,False
EXP-401,14.0,46.0,2.5,0.25,-33.9,0.725,7.29,False
EXP-401,14.0,46.0,3.0,0.25,-33.9,0.725,7.29,False
EXP-401,14.0,46.0,3.5,0.25,-33.9,0.725,7.29,False
EXP-401,18.0,35.0,1.5,0.05,-34.62,0.812,9.0,False
EXP-401,18.0,35.0,2.0,0.05,-34.62,0.812,9.0,False
EXP-401,18.0,35.0,2.5,0.05,-34.62,0.812,9.0,False
EXP-401,18.0,35.0,3.0,0.05,-34.62,0.812,9.0,False
EXP-401,18.0,35.0,3.5,0.05,-34.62,0.812,9.0,False
EXP-401,18.0,35.0,1.5,0.1,-34.66,0.813,9.01,False
EXP-401,18.0,35.0,1.5,0.15,-34.66,0.813,9.01,False
EXP-401,18.0,35.0,1.5,0.25,-34.66,0.813,9.01,False
EXP-401,18.0,35.0,2.0,0.1,-34.66,0.813,9.01,False
EXP-401,18.0,35.0,2.0,0.15,-34.66,0.813,9.01,False
EXP-401,18.0,35.0,2.0,0.25,-34.66,0.813,9.01,False
EXP-401,18.0,35.0,2.5,0.1,-34.66,0.813,9.01,False
EXP-401,18.0,35.0,2.5,0.15,-34.66,0.813,9.01,False
EXP-401,18.0,35.0,2.5,0.25,-34.66,0.813,9.01,False
EXP-401,18.0,35.0,3.0,0.1,-34.66,0.813,9.01,False
EXP-401,18.0,35.0,3.0,0.15,-34.66,0.813,9.01,False
EXP-401,18.0,35.0,3.0,0.25,-34.66,0.813,9.01,False
EXP-401,18.0,35.0,3.5,0.1,-34.66,0.813,9.01,False
EXP-401,18.0,35.0,3.5,0.15,-34.66,0.813,9.01,False
EXP-401,18.0,35.0,3.5,0.25,-34.66,0.813,9.01,False
EXP-401,16.0,42.0,1.5,0.05,-34.67,0.771,8.24,False
EXP-401,16.0,42.0,2.0,0.05,-34.67,0.771,8.24,False
EXP-401,16.0,42.0,2.5,0.05,-34.67,0.771,8.24,False
EXP-401,16.0,42.0,3.0,0.05,-34.67,0.771,8.24,False
EXP-401,16.0,42.0,3.5,0.05,-34.67,0.771,8.24,False
EXP-401,16.0,42.0,1.5,0.15,-34.72,0.768,8.23,False
EXP-401,16.0,42.0,2.0,0.15,-34.72,0.768,8.23,False
EXP-401,16.0,42.0,2.5,0.15,-34.72,0.768,8.23,False
EXP-401,16.0,42.0,3.0,0.15,-34.72,0.768,8.23,False
EXP-401,16.0,42.0,3.5,0.15,-34.72,0.768,8.23,False
EXP-401,16.0,42.0,1.5,0.1,-34.73,0.765,8.15,False
EXP-401,16.0,42.0,2.0,0.1,-34.73,0.765,8.15,False
EXP-401,16.0,42.0,2.5,0.1,-34.73,0.765,8.15,False
EXP-401,16.0,42.0,3.0,0.1,-34.73,0.765,8.15,False
EXP-401,16.0,42.0,3.5,0.1,-34.73,0.765,8.15,False
EXP-401,14.0,50.0,1.5,0.05,-34.79,0.702,7.2,False
EXP-401,14.0,50.0,2.0,0.05,-34.79,0.702,7.2,False
EXP-401,14.0,50.0,2.5,0.05,-34.79,0.702,7.2,False
EXP-401,14.0,50.0,3.0,0.05,-34.79,0.702,7.2,False
EXP-401,14.0,50.0,3.5,0.05,-34.79,0.702,7.2,False
EXP-401,14.0,50.0,1.5,0.1,-34.83,0.693,7.16,False
EXP-401,14.0,50.0,2.0,0.1,-34.83,0.693,7.16,False
EXP-401,14.0,50.0,2.5,0.1,-34.83,0.693,7.16,False
EXP-401,14.0,50.0,3.0,0.1,-34.83,0.693,7.16,False
EXP-401,14.0,50.0,3.5,0.1,-34.83,0.693,7.16,False
EXP-401,16.0,42.0,1.5,0.25,-34.88,0.768,8.26,False
EXP-401,16.0,42.0,2.0,0.25,-34.88,0.768,8.26,False
EXP-401,16.0,42.0,2.5,0.25,-34.88,0.768,8.26,False
EXP-401,16.0,42.0,3.0,0.25,-34.88,0.768,8.26,False
EXP-401,16.0,42.0,3.5,0.25,-34.88,0.768,8.26,False
EXP-401,14.0,50.0,1.5,0.15,-35.32,0.687,7.1,False
EXP-401,14.0,50.0,2.0,0.15,-35.32,0.687,7.1,False
EXP-401,14.0,50.0,2.5,0.15,-35.32,0.687,7.1,False
EXP-401,14.0,50.0,3.0,0.15,-35.32,0.687,7.1,False
EXP-401,14.0,50.0,3.5,0.15,-35.32,0.687,7.1,False
EXP-401,14.0,50.0,1.5,0.25,-35.99,0.671,6.97,False
EXP-401,14.0,50.0,2.0,0.25,-35.99,0.671,6.97,False
EXP-401,14.0,50.0,2.5,0.25,-35.99,0.671,6.97,False
EXP-401,14.0,50.0,3.0,0.25,-35.99,0.671,6.97,False
EXP-401,14.0,50.0,3.5,0.25,-35.99,0.671,6.97,False
EXP-401,16.0,46.0,1.5,0.05,-36.0,0.722,7.87,False
EXP-401,16.0,46.0,2.0,0.05,-36.0,0.722,7.87,False
EXP-401,16.0,46.0,2.5,0.05,-36.0,0.722,7.87,False
EXP-401,16.0,46.0,3.0,0.05,-36.0,0.722,7.87,False
EXP-401,16.0,46.0,3.5,0.05,-36.0,0.722,7.87,False
EXP-401,16.0,46.0,1.5,0.1,-36.24,0.716,7.78,False
EXP-401,16.0,46.0,2.0,0.1,-36.24,0.716,7.78,False
EXP-401,16.0,46.0,2.5,0.1,-36.24,0.716,7.78,False
EXP-401,16.0,46.0,3.0,0.1,-36.24,0.716,7.78,False
EXP-401,16.0,46.0,3.5,0.1,-36.24,0.716,7.78,False
EXP-401,18.0,38.0,1.5,0.1,-36.4,0.759,8.43,False
EXP-401,18.0,38.0,2.0,0.1,-36.4,0.759,8.43,False
EXP-401,18.0,38.0,2.5,0.1,-36.4,0.759,8.43,False
EXP-401,18.0,38.0,3.0,0.1,-36.4,0.759,8.43,False
EXP-401,18.0,38.0,3.5,0.1,-36.4,0.759,8.43,False
EXP-401,16.0,46.0,1.5,0.15,-36.46,0.708,7.72,False
EXP-401,16.0,46.0,2.0,0.15,-36.46,0.708,7.72,False
EXP-401,16.0,46.0,2.5,0.15,-36.46,0.708,7.72,False
EXP-401,16.0,46.0,3.0,0.15,-36.46,0.708,7.72,False
EXP-401,16.0,46.0,3.5,0.15,-36.46,0.708,7.72,False
EXP-401,18.0,38.0,1.5,0.05,-36.46,0.761,8.43,False
EXP-401,18.0,38.0,2.0,0.05,-36.46,0.761,8.43,False
EXP-401,18.0,38.0,2.5,0.05,-36.46,0.761,8.43,False
EXP-401,18.0,38.0,3.0,0.05,-36.46,0.761,8.43,False
EXP-401,18.0,38.0,3.5,0.05,-36.46,0.761,8.43,False
EXP-401,18.0,38.0,1.5,0.15,-36.48,0.758,8.42,False
EXP-401,18.0,38.0,1.5,0.25,-36.48,0.758,8.42,False
EXP-401,18.0,38.0,2.0,0.15,-36.48,0.758,8.42,False
EXP-401,18.0,38.0,2.0,0.25,-36.48,0.758,8.42,False
EXP-401,18.0,38.0,2.5,0.15,-36.48,0.758,8.42,False
EXP-401,18.0,38.0,2.5,0.25,-36.48,0.758,8.42,False
EXP-401,18.0,38.0,3.0,0.15,-36.48,0.758,8.42,False
EXP-401,18.0,38.0,3.0,0.25,-36.48,0.758,8.42,False
EXP-401,18.0,38.0,3.5,0.15,-36.48,0.758,8.42,False
EXP-401,18.0,38.0,3.5,0.25,-36.48,0.758,8.42,False
EXP-401,16.0,46.0,1.5,0.25,-36.78,0.705,7.66,False
EXP-401,16.0,46.0,2.0,0.25,-36.78,0.705,7.66,False
EXP-401,16.0,46.0,2.5,0.25,-36.78,0.705,7.66,False
EXP-401,16.0,46.0,3.0,0.25,-36.78,0.705,7.66,False
EXP-401,16.0,46.0,3.5,0.25,-36.78,0.705,7.66,False
EXP-401,16.0,50.0,1.5,0.05,-37.46,0.682,7.49,False
EXP-401,16.0,50.0,2.0,0.05,-37.46,0.682,7.49,False
EXP-401,16.0,50.0,2.5,0.05,-37.46,0.682,7.49,False
EXP-401,16.0,50.0,3.0,0.05,-37.46,0.682,7.49,False
EXP-401,16.0,50.0,3.5,0.05,-37.46,0.682,7.49,False
EXP-401,16.0,50.0,1.5,0.1,-37.58,0.676,7.43,False
EXP-401,16.0,50.0,2.0,0.1,-37.58,0.676,7.43,False
EXP-401,16.0,50.0,2.5,0.1,-37.58,0.676,7.43,False
EXP-401,16.0,50.0,3.0,0.1,-37.58,0.676,7.43,False
EXP-401,16.0,50.0,3.5,0.1,-37.58,0.676,7.43,False
EXP-401,18.0,42.0,1.5,0.05,-37.89,0.708,7.91,False
EXP-401,18.0,42.0,2.0,0.05,-37.89,0.708,7.91,False
EXP-401,18.0,42.0,2.5,0.05,-37.89,0.708,7.91,False
EXP-401,18.0,42.0,3.0,0.05,-37.89,0.708,7.91,False
EXP-401,18.0,42.0,3.5,0.05,-37.89,0.708,7.91,False
EXP-401,16.0,50.0,1.5,0.15,-37.91,0.67,7.42,False
EXP-401,16.0,50.0,2.0,0.15,-37.91,0.67,7.42,False
EXP-401,16.0,50.0,2.5,0.15,-37.91,0.67,7.42,False
EXP-401,16.0,50.0,3.0,0.15,-37.91,0.67,7.42,False
EXP-401,16.0,50.0,3.5,0.15,-37.91,0.67,7.42,False
EXP-401,18.0,42.0,1.5,0.25,-38.09,0.706,7.97,False
EXP-401,18.0,42.0,2.0,0.25,-38.09,0.706,7.97,False
EXP-401,18.0,42.0,2.5,0.25,-38.09,0.706,7.97,False
EXP-401,18.0,42.0,3.0,0.25,-38.09,0.706,7.97,False
EXP-401,18.0,42.0,3.5,0.25,-38.09,0.706,7.97,False
EXP-401,18.0,42.0,1.5,0.1,-38.11,0.705,7.87,False
EXP-401,18.0,42.0,2.0,0.1,-38.11,0.705,7.87,False
EXP-401,18.0,42.0,2.5,0.1,-38.11,0.705,7.87,False
EXP-401,18.0,42.0,3.0,0.1,-38.11,0.705,7.87,False
EXP-401,18.0,42.0,3.5,0.1,-38.11,0.705,7.87,False
EXP-401,20.0,35.0,1.5,0.05,-38.14,0.727,8.3,False
EXP-401,20.0,35.0,2.0,0.05,-38.14,0.727,8.3,False
EXP-401,20.0,35.0,2.5,0.05,-38.14,0.727,8.3,False
EXP-401,20.0,35.0,3.0,0.05,-38.14,0.727,8.3,False
EXP-401,20.0,35.0,3.5,0.05,-38.14,0.727,8.3,False
EXP-401,20.0,35.0,1.5,0.1,-38.18,0.729,8.32,False
EXP-401,20.0,35.0,1.5,0.15,-38.18,0.729,8.32,False
EXP-401,20.0,35.0,1.5,0.25,-38.18,0.729,8.32,False
EXP-401,20.0,35.0,2.0,0.1,-38.18,0.729,8.32,False
EXP-401,20.0,35.0,2.0,0.15,-38.18,0.729,8.32,False
EXP-401,20.0,35.0,2.0,0.25,-38.18,0.729,8.32,False
EXP-401,20.0,35.0,2.5,0.1,-38.18,0.729,8.32,False
EXP-401,20.0,35.0,2.5,0.15,-38.18,0.729,8.32,False
EXP-401,20.0,35.0,2.5,0.25,-38.18,0.729,8.32,False
EXP-401,20.0,35.0,3.0,0.1,-38.18,0.729,8.32,False
EXP-401,20.0,35.0,3.0,0.15,-38.18,0.729,8.32,False
EXP-401,20.0,35.0,3.0,0.25,-38.18,0.729,8.32,False
EXP-401,20.0,35.0,3.5,0.1,-38.18,0.729,8.32,False
EXP-401,20.0,35.0,3.5,0.15,-38.18,0.729,8.32,False
EXP-401,20.0,35.0,3.5,0.25,-38.18,0.729,8.32,False
EXP-401,18.0,42.0,1.5,0.15,-38.26,0.704,7.92,False
EXP-401,18.0,42.0,2.0,0.15,-38.26,0.704,7.92,False
EXP-401,18.0,42.0,2.5,0.15,-38.26,0.704,7.92,False
EXP-401,18.0,42.0,3.0,0.15,-38.26,0.704,7.92,False
EXP-401,18.0,42.0,3.5,0.15,-38.26,0.704,7.92,False
EXP-401,16.0,50.0,1.5,0.25,-38.44,0.663,7.24,False
EXP-401,16.0,50.0,2.0,0.25,-38.44,0.663,7.24,False
EXP-401,16.0,50.0,2.5,0.25,-38.44,0.663,7.24,False
EXP-401,16.0,50.0,3.0,0.25,-38.44,0.663,7.24,False
EXP-401,16.0,50.0,3.5,0.25,-38.44,0.663,7.24,False
EXP-401,18.0,46.0,1.5,0.05,-39.27,0.666,7.57,False
EXP-401,18.0,46.0,2.0,0.05,-39.27,0.666,7.57,False
EXP-401,18.0,46.0,2.5,0.05,-39.27,0.666,7.57,False
EXP-401,18.0,46.0,3.0,0.05,-39.27,0.666,7.57,False
EXP-401,18.0,46.0,3.5,0.05,-39.27,0.666,7.57,False
EXP-401,20.0,38.0,1.5,0.05,-39.34,0.678,7.82,False
EXP-401,20.0,38.0,2.0,0.05,-39.34,0.678,7.82,False
EXP-401,20.0,38.0,2.5,0.05,-39.34,0.678,7.82,False
EXP-401,20.0,38.0,3.0,0.05,-39.34,0.678,7.82,False
EXP-401,20.0,38.0,3.5,0.05,-39.34,0.678,7.82,False
EXP-401,20.0,38.0,1.5,0.15,-39.4,0.682,7.82,False
EXP-401,20.0,38.0,2.0,0.15,-39.4,0.682,7.82,False
EXP-401,20.0,38.0,2.5,0.15,-39.4,0.682,7.82,False
EXP-401,20.0,38.0,3.0,0.15,-39.4,0.682,7.82,False
EXP-401,20.0,38.0,3.5,0.15,-39.4,0.682,7.82,False
EXP-401,20.0,38.0,1.5,0.1,-39.41,0.68,7.82,False
EXP-401,20.0,38.0,2.0,0.1,-39.41,0.68,7.82,False
EXP-401,20.0,38.0,2.5,0.1,-39.41,0.68,7.82,False
EXP-401,20.0,38.0,3.0,0.1,-39.41,0.68,7.82,False
EXP-401,20.0,38.0,3.5,0.1,-39.41,0.68,7.82,False
EXP-401,20.0,38.0,1.5,0.25,-39.43,0.681,7.8,False
EXP-401,20.0,38.0,2.0,0.25,-39.43,0.681,7.8,False
EXP-401,20.0,38.0,2.5,0.25,-39.43,0.681,7.8,False
EXP-401,20.0,38.0,3.0,0.25,-39.43,0.681,7.8,False
EXP-401,20.0,38.0,3.5,0.25,-39.43,0.681,7.8,False
EXP-401,18.0,46.0,1.5,0.1,-39.49,0.664,7.53,False
EXP-401,18.0,46.0,2.0,0.1,-39.49,0.664,7.53,False
EXP-401,18.0,46.0,2.5,0.1,-39.49,0.664,7.53,False
EXP-401,18.0,46.0,3.0,0.1,-39.49,0.664,7.53,False
EXP-401,18.0,46.0,3.5,0.1,-39.49,0.664,7.53,False
EXP-401,18.0,46.0,1.5,0.15,-39.5,0.661,7.5,False
EXP-401,18.0,46.0,2.0,0.15,-39.5,0.661,7.5,False
EXP-401,18.0,46.0,2.5,0.15,-39.5,0.661,7.5,False
EXP-401,18.0,46.0,3.0,0.15,-39.5,0.661,7.5,False
EXP-401,18.0,46.0,3.5,0.15,-39.5,0.661,7.5,False
EXP-401,18.0,46.0,1.5,0.25,-39.89,0.649,7.36,False
EXP-401,18.0,46.0,2.0,0.25,-39.89,0.649,7.36,False
EXP-401,18.0,46.0,2.5,0.25,-39.89,0.649,7.36,False
EXP-401,18.0,46.0,3.0,0.25,-39.89,0.649,7.36,False
EXP-401,18.0,46.0,3.5,0.25,-39.89,0.649,7.36,False
EXP-401,18.0,50.0,1.5,0.05,-40.03,0.639,7.31,False
EXP-401,18.0,50.0,2.0,0.05,-40.03,0.639,7.31,False
EXP-401,18.0,50.0,2.5,0.05,-40.03,0.639,7.31,False
EXP-401,18.0,50.0,3.0,0.05,-40.03,0.639,7.31,False
EXP-401,18.0,50.0,3.5,0.05,-40.03,0.639,7.31,False
EXP-401,18.0,50.0,1.5,0.1,-40.26,0.635,7.25,False
EXP-401,18.0,50.0,2.0,0.1,-40.26,0.635,7.25,False
EXP-401,18.0,50.0,2.5,0.1,-40.26,0.635,7.25,False
EXP-401,18.0,50.0,3.0,0.1,-40.26,0.635,7.25,False
EXP-401,18.0,50.0,3.5,0.1,-40.26,0.635,7.25,False
EXP-401,18.0,50.0,1.5,0.15,-40.38,0.633,7.23,False
EXP-401,18.0,50.0,2.0,0.15,-40.38,0.633,7.23,False
EXP-401,18.0,50.0,2.5,0.15,-40.38,0.633,7.23,False
EXP-401,18.0,50.0,3.0,0.15,-40.38,0.633,7.23,False
EXP-401,18.0,50.0,3.5,0.15,-40.38,0.633,7.23,False
EXP-401,20.0,42.0,1.5,0.1,-40.6,0.636,7.32,False
EXP-401,20.0,42.0,2.0,0.1,-40.6,0.636,7.32,False
EXP-401,20.0,42.0,2.5,0.1,-40.6,0.636,7.32,False
EXP-401,20.0,42.0,3.0,0.1,-40.6,0.636,7.32,False
EXP-401,20.0,42.0,3.5,0.1,-40.6,0.636,7.32,False
EXP-401,18.0,50.0,1.5,0.25,-40.65,0.618,7.08,False
EXP-401,18.0,50.0,2.0,0.25,-40.65,0.618,7.08,False
EXP-401,18.0,50.0,2.5,0.25,-40.65,0.618,7.08,False
EXP-401,18.0,50.0,3.0,0.25,-40.65,0.618,7.08,False
EXP-401,18.0,50.0,3.5,0.25,-40.65,0.618,7.08,False
EXP-401,20.0,42.0,1.5,0.05,-40.65,0.639,7.3,False
EXP-401,20.0,42.0,2.0,0.05,-40.65,0.639,7.3,False
EXP-401,20.0,42.0,2.5,0.05,-40.65,0.639,7.3,False
EXP-401,20.0,42.0,3.0,0.05,-40.65,0.639,7.3,False
EXP-401,20.0,42.0,3.5,0.05,-40.65,0.639,7.3,False
EXP-401,20.0,42.0,1.5,0.15,-40.83,0.631,7.3,False
EXP-401,20.0,42.0,2.0,0.15,-40.83,0.631,7.3,False
EXP-401,20.0,42.0,2.5,0.15,-40.83,0.631,7.3,False
EXP-401,20.0,42.0,3.0,0.15,-40.83,0.631,7.3,False
EXP-401,20.0,42.0,3.5,0.15,-40.83,0.631,7.3,False
EXP-401,20.0,42.0,1.5,0.25,-40.88,0.629,7.35,False
EXP-401,20.0,42.0,2.0,0.25,-40.88,0.629,7.35,False
EXP-401,20.0,42.0,2.5,0.25,-40.88,0.629,7.35,False
EXP-401,20.0,42.0,3.0,0.25,-40.88,0.629,7.35,False
EXP-401,20.0,42.0,3.5,0.25,-40.88,0.629,7.35,False
EXP-401,20.0,46.0,1.5,0.05,-41.63,0.613,7.07,False
EXP-401,20.0,46.0,2.0,0.05,-41.63,0.613,7.07,False
EXP-401,20.0,46.0,2.5,0.05,-41.63,0.613,7.07,False
EXP-401,20.0,46.0,3.0,0.05,-41.63,0.613,7.07,False
EXP-401,20.0,46.0,3.5,0.05,-41.63,0.613,7.07,False
EXP-401,20.0,46.0,1.5,0.1,-41.66,0.607,7.02,False
EXP-401,20.0,46.0,2.0,0.1,-41.66,0.607,7.02,False
EXP-401,20.0,46.0,2.5,0.1,-41.66,0.607,7.02,False
EXP-401,20.0,46.0,3.0,0.1,-41.66,0.607,7.02,False
EXP-401,20.0,46.0,3.5,0.1,-41.66,0.607,7.02,False
EXP-401,20.0,46.0,1.5,0.15,-41.82,0.606,7.01,False
EXP-401,20.0,46.0,2.0,0.15,-41.82,0.606,7.01,False
EXP-401,20.0,46.0,2.5,0.15,-41.82,0.606,7.01,False
EXP-401,20.0,46.0,3.0,0.15,-41.82,0.606,7.01,False
EXP-401,20.0,46.0,3.5,0.15,-41.82,0.606,7.01,False
EXP-401,20.0,46.0,1.5,0.25,-42.14,0.588,6.79,False
EXP-401,20.0,46.0,2.0,0.25,-42.14,0.588,6.79,False
EXP-401,20.0,46.0,2.5,0.25,-42.14,0.588,6.79,False
EXP-401,20.0,46.0,3.0,0.25,-42.14,0.588,6.79,False
EXP-401,20.0,46.0,3.5,0.25,-42.14,0.588,6.79,False
EXP-401,20.0,50.0,1.5,0.05,-42.22,0.593,6.88,False
EXP-401,20.0,50.0,2.0,0.05,-42.22,0.593,6.88,False
EXP-401,20.0,50.0,2.5,0.05,-42.22,0.593,6.88,False
EXP-401,20.0,50.0,3.0,0.05,-42.22,0.593,6.88,False
EXP-401,20.0,50.0,3.5,0.05,-42.22,0.593,6.88,False
EXP-401,20.0,50.0,1.5,0.1,-42.42,0.586,6.77,False
EXP-401,20.0,50.0,2.0,0.1,-42.42,0.586,6.77,False
EXP-401,20.0,50.0,2.5,0.1,-42.42,0.586,6.77,False
EXP-401,20.0,50.0,3.0,0.1,-42.42,0.586,6.77,False
EXP-401,20.0,50.0,3.5,0.1,-42.42,0.586,6.77,False
EXP-401,20.0,50.0,1.5,0.15,-42.57,0.582,6.76,False
EXP-401,20.0,50.0,2.0,0.15,-42.57,0.582,6.76,False
EXP-401,20.0,50.0,2.5,0.15,-42.57,0.582,6.76,False
EXP-401,20.0,50.0,3.0,0.15,-42.57,0.582,6.76,False
EXP-401,20.0,50.0,3.5,0.15,-42.57,0.582,6.76,False
EXP-401,20.0,50.0,1.5,0.25,-42.69,0.57,6.64,False
EXP-401,20.0,50.0,2.0,0.25,-42.69,0.57,6.64,False
EXP-401,20.0,50.0,2.5,0.25,-42.69,0.57,6.64,False
EXP-401,20.0,50.0,3.0,0.25,-42.69,0.57,6.64,False
EXP-401,20.0,50.0,3.5,0.25,-42.69,0.57,6.64,False
